user,session,timepress,timerelease,keycode,keyname
6,7,0,63,105,numpad_9
6,7,329,391,97,numpad_1
6,7,532,610,100,numpad_4
6,7,766,844,97,numpad_1
6,7,1063,1125,105,numpad_9
6,7,1344,1422,99,numpad_3
6,7,1672,1735,103,numpad_7
6,7,1844,1907,103,numpad_7
6,7,2110,2157,102,numpad_6
6,7,2407,2469,97,numpad_1
6,7,2688,2750,13,enter
6,8,0,63,105,numpad_9
6,8,344,406,97,numpad_1
6,8,563,625,100,numpad_4
6,8,781,844,97,numpad_1
6,8,1078,1141,105,numpad_9
6,8,1313,1391,99,numpad_3
6,8,1610,1672,103,numpad_7
6,8,1781,1844,103,numpad_7
6,8,2047,2110,102,numpad_6
6,8,2313,2391,97,numpad_1
6,8,2594,2672,13,enter
6,9,0,63,105,numpad_9
6,9,344,406,97,numpad_1
6,9,547,625,100,numpad_4
6,9,766,828,97,numpad_1
6,9,1078,1156,105,numpad_9
6,9,1360,1438,99,numpad_3
6,9,1656,1735,103,numpad_7
6,9,1828,1891,103,numpad_7
6,9,2094,2172,102,numpad_6
6,9,2391,2469,97,numpad_1
6,9,2703,2781,13,enter
6,10,0,78,105,numpad_9
6,10,344,422,97,numpad_1
6,10,578,641,100,numpad_4
6,10,797,891,97,numpad_1
6,10,1109,1172,105,numpad_9
6,10,1359,1406,99,numpad_3
6,10,1641,1703,103,numpad_7
6,10,1813,1891,103,numpad_7
6,10,2531,2609,102,numpad_6
6,10,2859,2938,97,numpad_1
6,10,3188,3250,13,enter
6,11,0,62,105,numpad_9
6,11,281,344,97,numpad_1
6,11,484,547,100,numpad_4
6,11,687,750,97,numpad_1
6,11,984,1031,105,numpad_9
6,11,1219,1281,99,numpad_3
6,11,1516,1578,103,numpad_7
6,11,1672,1734,103,numpad_7
6,11,1969,2031,102,numpad_6
6,11,2281,2359,97,numpad_1
6,11,2609,2672,13,enter
6,12,0,62,105,numpad_9
6,12,328,390,97,numpad_1
6,12,547,609,100,numpad_4
6,12,765,828,97,numpad_1
6,12,1078,1140,105,numpad_9
6,12,1328,1390,99,numpad_3
6,12,1640,1687,103,numpad_7
6,12,1844,1906,103,numpad_7
6,12,2125,2187,102,numpad_6
6,12,2422,2484,97,numpad_1
6,12,2734,2797,13,enter
6,13,0,78,105,numpad_9
6,13,343,406,97,numpad_1
6,13,546,609,100,numpad_4
6,13,750,828,97,numpad_1
6,13,1046,1109,105,numpad_9
6,13,1312,1375,99,numpad_3
6,13,1593,1656,103,numpad_7
6,13,1750,1812,103,numpad_7
6,13,2031,2078,102,numpad_6
6,13,2312,2375,97,numpad_1
6,13,2578,2640,13,enter
6,14,0,63,105,numpad_9
6,14,360,438,97,numpad_1
6,14,625,703,100,numpad_4
6,14,891,969,97,numpad_1
6,14,1188,1250,105,numpad_9
6,14,1453,1532,99,numpad_3
6,14,1750,1813,103,numpad_7
6,14,2000,2063,103,numpad_7
6,14,2266,2328,102,numpad_6
6,14,2578,2657,97,numpad_1
6,14,2907,2969,13,enter
6,15,0,63,105,numpad_9
6,15,469,531,97,numpad_1
6,15,641,703,100,numpad_4
6,15,828,891,97,numpad_1
6,15,1125,1188,105,numpad_9
6,15,1469,1516,99,numpad_3
6,15,1797,1844,103,numpad_7
6,15,1938,1985,103,numpad_7
6,15,2156,2203,102,numpad_6
6,15,2422,2485,97,numpad_1
6,15,2719,2781,13,enter
6,16,0,62,105,numpad_9
6,16,375,453,97,numpad_1
6,16,578,656,100,numpad_4
6,16,812,891,97,numpad_1
6,16,1125,1203,105,numpad_9
6,16,1391,1453,99,numpad_3
6,16,1703,1766,103,numpad_7
6,16,1875,1937,103,numpad_7
6,16,2156,2219,102,numpad_6
6,16,2437,2516,97,numpad_1
6,16,2750,2812,13,enter
6,17,0,62,105,numpad_9
6,17,312,391,97,numpad_1
6,17,547,609,100,numpad_4
6,17,781,859,97,numpad_1
6,17,1078,1141,105,numpad_9
6,17,1344,1406,99,numpad_3
6,17,1641,1703,103,numpad_7
6,17,1828,1891,103,numpad_7
6,17,2094,2172,102,numpad_6
6,17,2375,2453,97,numpad_1
6,17,2672,2734,13,enter
6,18,0,46,105,numpad_9
6,18,343,406,97,numpad_1
6,18,546,609,100,numpad_4
6,18,765,843,97,numpad_1
6,18,1078,1140,105,numpad_9
6,18,1343,1421,99,numpad_3
6,18,1656,1718,103,numpad_7
6,18,1828,1906,103,numpad_7
6,18,2093,2156,102,numpad_6
6,18,2406,2468,97,numpad_1
6,18,2687,2765,13,enter
6,19,0,63,105,numpad_9
6,19,328,406,97,numpad_1
6,19,547,609,100,numpad_4
6,19,750,828,97,numpad_1
6,19,1063,1109,105,numpad_9
6,19,1313,1375,99,numpad_3
6,19,1625,1688,103,numpad_7
6,19,1781,1844,103,numpad_7
6,19,2063,2109,102,numpad_6
6,19,2344,2406,97,numpad_1
6,19,2641,2703,13,enter
7,0,0,78,105,numpad_9
7,0,327,405,97,numpad_1
7,0,592,670,100,numpad_4
7,0,904,982,97,numpad_1
7,0,1263,1326,105,numpad_9
7,0,1575,1684,99,numpad_3
7,0,1981,2059,103,numpad_7
7,0,2308,2371,103,numpad_7
7,0,2636,2714,102,numpad_6
7,0,2995,3089,97,numpad_1
7,0,3369,3447,10,enter
7,1,0,140,105,numpad_9
7,1,359,468,97,numpad_1
7,1,593,671,100,numpad_4
7,1,811,920,97,numpad_1
7,1,1123,1201,105,numpad_9
7,1,1373,1497,99,numpad_3
7,1,1747,1809,103,numpad_7
7,1,1903,1997,103,numpad_7
7,1,2184,2324,102,numpad_6
7,1,2480,2589,97,numpad_1
7,1,2855,2964,10,enter
7,2,0,94,105,numpad_9
7,2,297,390,97,numpad_1
7,2,515,577,100,numpad_4
7,2,687,780,97,numpad_1
7,2,1014,1092,105,numpad_9
7,2,1217,1295,99,numpad_3
7,2,1623,1685,103,numpad_7
7,2,1794,1872,103,numpad_7
7,2,2059,2137,102,numpad_6
7,2,2325,2403,97,numpad_1
7,2,2637,2715,10,enter
7,3,0,93,105,numpad_9
7,3,358,452,97,numpad_1
7,3,561,639,100,numpad_4
7,3,889,967,97,numpad_1
7,3,1216,1294,105,numpad_9
7,3,1528,1622,99,numpad_3
7,3,1887,1965,103,numpad_7
7,3,2215,2324,103,numpad_7
7,3,2605,2698,102,numpad_6
7,3,2948,3026,97,numpad_1
7,3,3276,3369,10,enter
7,4,0,78,105,numpad_9
7,4,374,468,97,numpad_1
7,4,655,748,100,numpad_4
7,4,982,1092,97,numpad_1
7,4,1372,1450,105,numpad_9
7,4,1731,1825,99,numpad_3
7,4,2106,2199,103,numpad_7
7,4,2402,2480,103,numpad_7
7,4,2730,2808,102,numpad_6
7,4,3042,3120,97,numpad_1
7,4,3400,3494,10,enter
7,5,0,93,105,numpad_9
7,5,296,390,97,numpad_1
7,5,499,577,100,numpad_4
7,5,749,827,97,numpad_1
7,5,1029,1107,105,numpad_9
7,5,1263,1357,99,numpad_3
7,5,1560,1622,103,numpad_7
7,5,1731,1794,103,numpad_7
7,5,1997,2106,102,numpad_6
7,5,2262,2340,97,numpad_1
7,5,2589,2699,10,enter
7,6,0,110,105,numpad_9
7,6,344,437,97,numpad_1
7,6,546,640,100,numpad_4
7,6,827,921,97,numpad_1
7,6,1155,1264,105,numpad_9
7,6,1467,1607,99,numpad_3
7,6,1841,1919,103,numpad_7
7,6,1997,2106,103,numpad_7
7,6,2309,2418,102,numpad_6
7,6,2590,2668,97,numpad_1
7,6,2902,3058,10,enter
7,7,0,109,105,numpad_9
7,7,328,437,97,numpad_1
7,7,562,687,100,numpad_4
7,7,796,905,97,numpad_1
7,7,1139,1217,105,numpad_9
7,7,1358,1482,99,numpad_3
7,7,1685,1779,103,numpad_7
7,7,1904,1982,103,numpad_7
7,7,2184,2294,102,numpad_6
7,7,2496,2574,97,numpad_1
7,7,2871,2980,10,enter
7,8,0,94,105,numpad_9
7,8,297,390,97,numpad_1
7,8,499,593,100,numpad_4
7,8,811,889,97,numpad_1
7,8,1077,1155,105,numpad_9
7,8,1311,1404,99,numpad_3
7,8,1654,1716,103,numpad_7
7,8,1794,1888,103,numpad_7
7,8,2091,2169,102,numpad_6
7,8,2325,2418,97,numpad_1
7,8,2652,2746,10,enter
7,9,0,78,105,numpad_9
7,9,359,453,97,numpad_1
7,9,640,749,100,numpad_4
7,9,921,1014,97,numpad_1
7,9,1326,1404,105,numpad_9
7,9,1623,1732,99,numpad_3
7,9,1997,2075,103,numpad_7
7,9,2309,2387,103,numpad_7
7,9,2637,2715,102,numpad_6
7,9,2964,3042,97,numpad_1
7,9,3339,3417,10,enter
7,10,0,94,105,numpad_9
7,10,344,453,97,numpad_1
7,10,609,718,100,numpad_4
7,10,952,1030,97,numpad_1
7,10,1311,1389,105,numpad_9
7,10,1607,1685,99,numpad_3
7,10,1997,2044,103,numpad_7
7,10,2278,2356,103,numpad_7
7,10,2606,2684,102,numpad_6
7,10,2918,2980,97,numpad_1
7,10,3245,3323,10,enter
7,11,0,109,105,numpad_9
7,11,328,421,97,numpad_1
7,11,546,655,100,numpad_4
7,11,843,967,97,numpad_1
7,11,1186,1295,105,numpad_9
7,11,1498,1607,99,numpad_3
7,11,1872,1966,103,numpad_7
7,11,2137,2247,103,numpad_7
7,11,2465,2574,102,numpad_6
7,11,2761,2855,97,numpad_1
7,11,3105,3245,10,enter
7,12,0,78,105,numpad_9
7,12,312,421,97,numpad_1
7,12,562,671,100,numpad_4
7,12,874,967,97,numpad_1
7,12,1248,1342,105,numpad_9
7,12,1591,1685,99,numpad_3
7,12,1981,2059,103,numpad_7
7,12,2293,2387,103,numpad_7
7,12,2652,2746,102,numpad_6
7,12,2980,3073,97,numpad_1
7,12,3354,3448,10,enter
7,13,0,78,105,numpad_9
7,13,343,421,97,numpad_1
7,13,593,702,100,numpad_4
7,13,858,983,97,numpad_1
7,13,1264,1357,105,numpad_9
7,13,1591,1685,99,numpad_3
7,13,1950,2028,103,numpad_7
7,13,2215,2309,103,numpad_7
7,13,2621,2699,102,numpad_6
7,13,2917,2995,97,numpad_1
7,13,3276,3354,10,enter
7,14,0,93,105,numpad_9
7,14,343,436,97,numpad_1
7,14,592,702,100,numpad_4
7,14,920,1029,97,numpad_1
7,14,1310,1388,105,numpad_9
7,14,1669,1747,99,numpad_3
7,14,2028,2106,103,numpad_7
7,14,2308,2386,103,numpad_7
7,14,2667,2745,102,numpad_6
7,14,2979,3057,97,numpad_1
7,14,3338,3416,10,enter
7,15,0,94,105,numpad_9
7,15,250,359,97,numpad_1
7,15,468,546,100,numpad_4
7,15,686,764,97,numpad_1
7,15,952,1030,105,numpad_9
7,15,1186,1279,99,numpad_3
7,15,1482,1576,103,numpad_7
7,15,1654,1716,103,numpad_7
7,15,1903,1981,102,numpad_6
7,15,2153,2215,97,numpad_1
7,15,2465,2543,10,enter
7,16,0,109,105,numpad_9
7,16,358,452,97,numpad_1
7,16,608,702,100,numpad_4
7,16,920,1014,97,numpad_1
7,16,1326,1404,105,numpad_9
7,16,1653,1747,99,numpad_3
7,16,1996,2059,103,numpad_7
7,16,2324,2402,103,numpad_7
7,16,2652,2745,102,numpad_6
7,16,2964,3042,97,numpad_1
7,16,3338,3416,10,enter
7,17,0,94,105,numpad_9
7,17,312,406,97,numpad_1
7,17,530,608,100,numpad_4
7,17,764,874,97,numpad_1
7,17,1139,1248,105,numpad_9
7,17,1388,1544,99,numpad_3
7,17,1747,1810,103,numpad_7
7,17,1919,2012,103,numpad_7
7,17,2246,2340,102,numpad_6
7,17,2558,2636,97,numpad_1
7,17,2933,3042,10,enter
7,18,0,109,105,numpad_9
7,18,375,484,97,numpad_1
7,18,609,687,100,numpad_4
7,18,811,889,97,numpad_1
7,18,1123,1217,105,numpad_9
7,18,1591,1685,99,numpad_3
7,18,3214,3276,103,numpad_7
7,18,3385,3448,103,numpad_7
7,18,3651,3729,102,numpad_6
7,18,3916,3978,97,numpad_1
7,18,4228,4306,10,enter
7,19,0,110,105,numpad_9
7,19,359,437,97,numpad_1
7,19,546,656,100,numpad_4
7,19,858,968,97,numpad_1
7,19,1186,1295,105,numpad_9
7,19,1482,1592,99,numpad_3
7,19,1857,1935,103,numpad_7
7,19,2013,2091,103,numpad_7
7,19,2372,2465,102,numpad_6
7,19,2668,2762,97,numpad_1
7,19,3074,3152,10,enter
8,0,0,79,105,numpad_9
8,0,313,391,97,numpad_1
8,0,625,688,100,numpad_4
8,0,1313,1375,97,numpad_1
8,0,1688,1766,105,numpad_9
8,0,2141,2219,99,numpad_3
8,0,2610,2672,103,numpad_7
8,0,2907,2985,103,numpad_7
8,0,3266,3329,102,numpad_6
8,0,3563,3641,97,numpad_1
8,0,3969,4079,13,enter
8,1,0,78,105,numpad_9
8,1,360,422,97,numpad_1
8,1,672,735,100,numpad_4
8,1,1141,1219,97,numpad_1
8,1,1485,1563,105,numpad_9
8,1,1828,1891,99,numpad_3
8,1,2547,2610,103,numpad_7
8,1,2735,2797,103,numpad_7
8,1,3203,3266,102,numpad_6
8,1,3547,3594,97,numpad_1
8,1,3922,3985,13,enter
8,2,0,78,105,numpad_9
8,2,344,422,97,numpad_1
8,2,657,719,100,numpad_4
8,2,1157,1219,97,numpad_1
8,2,1453,1532,105,numpad_9
8,2,1766,1828,99,numpad_3
8,2,2172,2235,103,numpad_7
8,2,2438,2516,103,numpad_7
8,2,2782,2844,102,numpad_6
8,2,3063,3141,97,numpad_1
8,2,3438,3547,13,enter
8,3,0,78,105,numpad_9
8,3,406,484,97,numpad_1
8,3,813,875,100,numpad_4
8,3,1563,1641,97,numpad_1
8,3,1953,2031,105,numpad_9
8,3,2359,2438,99,numpad_3
8,3,3063,3125,103,numpad_7
8,3,3375,3438,103,numpad_7
8,3,4000,4063,102,numpad_6
8,3,4359,4422,97,numpad_1
8,3,4797,4906,13,enter
8,4,0,78,105,numpad_9
8,4,343,406,97,numpad_1
8,4,656,718,100,numpad_4
8,4,1218,1281,97,numpad_1
8,4,1546,1609,105,numpad_9
8,4,1906,1968,99,numpad_3
8,4,2421,2484,103,numpad_7
8,4,2750,2812,103,numpad_7
8,4,4875,4937,102,numpad_6
8,4,5156,5234,97,numpad_1
8,4,5515,5625,13,enter
8,5,0,78,105,numpad_9
8,5,328,406,97,numpad_1
8,5,640,718,100,numpad_4
8,5,1172,1234,97,numpad_1
8,5,1468,1531,105,numpad_9
8,5,1781,1843,99,numpad_3
8,5,2250,2312,103,numpad_7
8,5,2531,2593,103,numpad_7
8,5,2843,2922,102,numpad_6
8,5,3140,3203,97,numpad_1
8,5,3484,3609,13,enter
8,6,0,78,105,numpad_9
8,6,313,391,97,numpad_1
8,6,610,688,100,numpad_4
8,6,1235,1297,97,numpad_1
8,6,1547,1610,105,numpad_9
8,6,1891,1969,99,numpad_3
8,6,2485,2563,103,numpad_7
8,6,2782,2860,103,numpad_7
8,6,3125,3188,102,numpad_6
8,6,3422,3485,97,numpad_1
8,6,3782,3891,13,enter
8,7,0,78,105,numpad_9
8,7,375,453,97,numpad_1
8,7,734,812,100,numpad_4
8,7,1140,1219,97,numpad_1
8,7,1984,2062,105,numpad_9
8,7,2406,2484,99,numpad_3
8,7,3172,3234,103,numpad_7
8,7,3469,3547,103,numpad_7
8,7,4015,4078,102,numpad_6
8,7,4328,4406,97,numpad_1
8,7,4781,4875,13,enter
8,8,0,78,105,numpad_9
8,8,360,422,97,numpad_1
8,8,672,735,100,numpad_4
8,8,1438,1516,97,numpad_1
8,8,1813,1875,105,numpad_9
8,8,2141,2219,99,numpad_3
8,8,2625,2703,103,numpad_7
8,8,2938,3000,103,numpad_7
8,8,3266,3328,102,numpad_6
8,8,3563,3641,97,numpad_1
8,8,3953,4078,13,enter
8,9,0,78,105,numpad_9
8,9,328,406,97,numpad_1
8,9,625,703,100,numpad_4
8,9,1078,1140,97,numpad_1
8,9,1468,1531,105,numpad_9
8,9,1859,1922,99,numpad_3
8,9,2359,2437,103,numpad_7
8,9,2547,2609,103,numpad_7
8,9,2922,3000,102,numpad_6
8,9,3281,3343,97,numpad_1
8,9,3672,3765,13,enter
8,10,0,63,105,numpad_9
8,10,375,438,97,numpad_1
8,10,704,782,100,numpad_4
8,10,1329,1407,97,numpad_1
8,10,1657,1735,105,numpad_9
8,10,2016,2094,99,numpad_3
8,10,2563,2641,103,numpad_7
8,10,2875,2938,103,numpad_7
8,10,3204,3266,102,numpad_6
8,10,3516,3579,97,numpad_1
8,10,3907,4016,13,enter
8,11,0,63,105,numpad_9
8,11,344,391,97,numpad_1
8,11,641,703,100,numpad_4
8,11,1203,1266,97,numpad_1
8,11,1484,1563,105,numpad_9
8,11,1797,1875,99,numpad_3
8,11,2281,2344,103,numpad_7
8,11,2516,2578,103,numpad_7
8,11,2875,2953,102,numpad_6
8,11,3172,3250,97,numpad_1
8,11,3547,3656,13,enter
8,12,0,62,105,numpad_9
8,12,344,406,97,numpad_1
8,12,641,719,100,numpad_4
8,12,1172,1250,97,numpad_1
8,12,1484,1547,105,numpad_9
8,12,1812,1875,99,numpad_3
8,12,2297,2375,103,numpad_7
8,12,2625,2703,103,numpad_7
8,12,2969,3031,102,numpad_6
8,12,3281,3344,97,numpad_1
8,12,3734,3828,13,enter
8,13,0,78,105,numpad_9
8,13,344,406,97,numpad_1
8,13,656,734,100,numpad_4
8,13,1172,1234,97,numpad_1
8,13,1469,1547,105,numpad_9
8,13,1812,1875,99,numpad_3
8,13,2328,2391,103,numpad_7
8,13,2609,2672,103,numpad_7
8,13,2937,3000,102,numpad_6
8,13,3250,3312,97,numpad_1
8,13,3609,3719,13,enter
8,14,0,62,105,numpad_9
8,14,344,406,97,numpad_1
8,14,640,719,100,numpad_4
8,14,1203,1265,97,numpad_1
8,14,1531,1609,105,numpad_9
8,14,1859,1922,99,numpad_3
8,14,2265,2344,103,numpad_7
8,14,2562,2625,103,numpad_7
8,14,2875,2953,102,numpad_6
8,14,3172,3234,97,numpad_1
8,14,3547,3656,13,enter
8,15,0,79,105,numpad_9
8,15,344,407,97,numpad_1
8,15,641,719,100,numpad_4
8,15,1172,1250,97,numpad_1
8,15,1485,1563,105,numpad_9
8,15,1797,1875,99,numpad_3
8,15,2266,2344,103,numpad_7
8,15,2579,2641,103,numpad_7
8,15,2907,2969,102,numpad_6
8,15,3188,3250,97,numpad_1
8,15,3579,3688,13,enter
8,16,0,79,105,numpad_9
8,16,407,469,97,numpad_1
8,16,735,813,100,numpad_4
8,16,1313,1375,97,numpad_1
8,16,1657,1735,105,numpad_9
8,16,2016,2079,99,numpad_3
8,16,2516,2594,103,numpad_7
8,16,2797,2875,103,numpad_7
8,16,3235,3313,102,numpad_6
8,16,3594,3672,97,numpad_1
8,16,4016,4125,13,enter
8,17,0,62,105,numpad_9
8,17,328,390,97,numpad_1
8,17,594,672,100,numpad_4
8,17,1187,1250,97,numpad_1
8,17,1500,1562,105,numpad_9
8,17,1781,1859,99,numpad_3
8,17,2281,2359,103,numpad_7
8,17,2515,2578,103,numpad_7
8,17,2828,2890,102,numpad_6
8,17,3125,3187,97,numpad_1
8,17,3578,3703,13,enter
8,18,0,63,105,numpad_9
8,18,360,422,97,numpad_1
8,18,704,782,100,numpad_4
8,18,1110,1172,97,numpad_1
8,18,1485,1563,105,numpad_9
8,18,1813,1907,99,numpad_3
8,18,2297,2360,103,numpad_7
8,18,2579,2641,103,numpad_7
8,18,3079,3157,102,numpad_6
8,18,3407,3485,97,numpad_1
8,18,3891,4016,13,enter
8,19,0,94,105,numpad_9
8,19,329,407,97,numpad_1
8,19,625,688,100,numpad_4
8,19,954,1032,97,numpad_1
8,19,1688,1766,105,numpad_9
8,19,2329,2422,99,numpad_3
8,19,2969,3047,103,numpad_7
8,19,3250,3329,103,numpad_7
8,19,3625,3704,102,numpad_6
8,19,4204,4282,97,numpad_1
8,19,4985,5094,13,enter
9,0,0,78,105,numpad_9
9,0,250,312,97,numpad_1
9,0,671,702,100,numpad_4
9,0,1139,1217,97,numpad_1
9,0,1388,1420,105,numpad_9
9,0,3104,3182,99,numpad_3
9,0,3900,3931,103,numpad_7
9,0,3994,4040,103,numpad_7
9,0,4524,4586,102,numpad_6
9,0,4976,5054,97,numpad_1
9,0,5476,5538,10,enter
9,1,0,47,105,numpad_9
9,1,327,390,97,numpad_1
9,1,1872,1934,100,numpad_4
9,1,2558,2636,97,numpad_1
9,1,2761,2839,105,numpad_9
9,1,3198,3260,99,numpad_3
9,1,4181,4227,103,numpad_7
9,1,4305,4368,103,numpad_7
9,1,4758,4805,102,numpad_6
9,1,5023,5101,97,numpad_1
9,1,5335,5429,10,enter
9,2,0,62,105,numpad_9
9,2,234,327,97,numpad_1
9,2,733,780,100,numpad_4
9,2,1061,1154,97,numpad_1
9,2,1295,1357,105,numpad_9
9,2,1622,1685,99,numpad_3
9,2,3276,3323,103,numpad_7
9,2,3416,3463,103,numpad_7
9,2,4196,4259,102,numpad_6
9,2,4493,4539,97,numpad_1
9,2,4758,4867,10,enter
9,3,0,63,105,numpad_9
9,3,266,359,97,numpad_1
9,3,578,624,100,numpad_4
9,3,936,999,97,numpad_1
9,3,1139,1202,105,numpad_9
9,3,1404,1498,99,numpad_3
9,3,1763,1794,103,numpad_7
9,3,1857,1904,103,numpad_7
9,3,2122,2184,102,numpad_6
9,3,2372,2418,97,numpad_1
9,3,2621,2684,10,enter
9,4,0,94,105,numpad_9
9,4,296,359,97,numpad_1
9,4,515,577,100,numpad_4
9,4,1732,1810,97,numpad_1
9,4,1919,1997,105,numpad_9
9,4,2434,2527,99,numpad_3
9,4,3666,3728,103,numpad_7
9,4,3791,3838,103,numpad_7
9,4,4243,4306,102,numpad_6
9,4,4524,4586,97,numpad_1
9,4,5210,5288,10,enter
9,5,0,63,105,numpad_9
9,5,265,328,97,numpad_1
9,5,577,655,100,numpad_4
9,5,1186,1248,97,numpad_1
9,5,1389,1435,105,numpad_9
9,5,1763,1857,99,numpad_3
9,5,2793,2871,103,numpad_7
9,5,2917,2995,103,numpad_7
9,5,3370,3417,102,numpad_6
9,5,3619,3682,97,numpad_1
9,5,3885,3978,10,enter
9,6,0,78,105,numpad_9
9,6,328,390,97,numpad_1
9,6,921,967,100,numpad_4
9,6,3775,3822,97,numpad_1
9,6,4041,4103,105,numpad_9
9,6,4649,4727,99,numpad_3
9,6,5507,5523,103,numpad_7
9,6,5616,5663,103,numpad_7
9,6,5975,6053,102,numpad_6
9,6,6271,6334,97,numpad_1
9,6,6599,6724,10,enter
9,7,0,78,105,numpad_9
9,7,514,577,97,numpad_1
9,7,936,998,100,numpad_4
9,7,1482,1560,97,numpad_1
9,7,1700,1762,105,numpad_9
9,7,1965,2043,99,numpad_3
9,7,2308,2355,103,numpad_7
9,7,2449,2480,103,numpad_7
9,7,2683,2745,102,numpad_6
9,7,2932,2995,97,numpad_1
9,7,3198,3291,10,enter
9,8,0,62,105,numpad_9
9,8,328,421,97,numpad_1
9,8,608,655,100,numpad_4
9,8,967,1030,97,numpad_1
9,8,1186,1232,105,numpad_9
9,8,1451,1529,99,numpad_3
9,8,1841,1888,103,numpad_7
9,8,1981,2012,103,numpad_7
9,8,2262,2340,102,numpad_6
9,8,2512,2574,97,numpad_1
9,8,2792,2839,10,enter
9,9,0,141,105,numpad_9
9,9,266,344,97,numpad_1
9,9,468,531,100,numpad_4
9,9,2013,2091,97,numpad_1
9,9,2247,2309,105,numpad_9
9,9,2699,2746,99,numpad_3
9,9,3885,3932,103,numpad_7
9,9,3994,4041,103,numpad_7
9,9,4571,4618,102,numpad_6
9,9,4852,4930,97,numpad_1
9,9,5882,5991,10,enter
9,10,0,63,105,numpad_9
9,10,297,375,97,numpad_1
9,10,780,827,100,numpad_4
9,10,1061,1139,97,numpad_1
9,10,1326,1389,105,numpad_9
9,10,1732,1825,99,numpad_3
9,10,2652,2730,103,numpad_7
9,10,2808,2839,103,numpad_7
9,10,3151,3214,102,numpad_6
9,10,3448,3510,97,numpad_1
9,10,3760,3838,10,enter
9,11,0,93,105,numpad_9
9,11,515,624,97,numpad_1
9,11,889,951,100,numpad_4
9,11,1154,1310,97,numpad_1
9,11,1357,1451,105,numpad_9
9,11,1669,1747,99,numpad_3
9,11,2090,2137,103,numpad_7
9,11,2231,2246,103,numpad_7
9,11,2558,2621,102,numpad_6
9,11,2823,2886,97,numpad_1
9,11,3073,3151,10,enter
9,12,0,63,105,numpad_9
9,12,281,328,97,numpad_1
9,12,640,687,100,numpad_4
9,12,999,1061,97,numpad_1
9,12,1233,1295,105,numpad_9
9,12,1545,1607,99,numpad_3
9,12,2013,2044,103,numpad_7
9,12,2122,2169,103,numpad_7
9,12,2481,2543,102,numpad_6
9,12,2730,2793,97,numpad_1
9,12,3604,3666,10,enter
9,13,0,109,105,numpad_9
9,13,343,406,97,numpad_1
9,13,546,593,100,numpad_4
9,13,1544,1622,97,numpad_1
9,13,1747,1810,105,numpad_9
9,13,2075,2153,99,numpad_3
9,13,3058,3105,103,numpad_7
9,13,3183,3229,103,numpad_7
9,13,3604,3635,102,numpad_6
9,13,3885,3947,97,numpad_1
9,13,4212,4275,10,enter
9,14,0,78,105,numpad_9
9,14,265,327,97,numpad_1
9,14,561,592,100,numpad_4
9,14,998,1060,97,numpad_1
9,14,1294,1357,105,numpad_9
9,14,1622,1731,99,numpad_3
9,14,2184,2215,103,numpad_7
9,14,2324,2371,103,numpad_7
9,14,2683,2745,102,numpad_6
9,14,3151,3213,97,numpad_1
9,14,3556,3572,10,enter
9,15,0,62,105,numpad_9
9,15,281,343,97,numpad_1
9,15,546,577,100,numpad_4
9,15,983,1045,97,numpad_1
9,15,1186,1248,105,numpad_9
9,15,1466,1544,99,numpad_3
9,15,1763,1825,103,numpad_7
9,15,1872,1934,103,numpad_7
9,15,2153,2215,102,numpad_6
9,15,2371,2418,97,numpad_1
9,15,2621,2683,10,enter
9,16,0,47,105,numpad_9
9,16,250,312,97,numpad_1
9,16,546,609,100,numpad_4
9,16,1326,1373,97,numpad_1
9,16,1560,1591,105,numpad_9
9,16,2356,2434,99,numpad_3
9,16,2761,2808,103,numpad_7
9,16,2871,2917,103,numpad_7
9,16,3214,3276,102,numpad_6
9,16,3495,3541,97,numpad_1
9,16,3838,3900,10,enter
9,17,0,94,105,numpad_9
9,17,265,328,97,numpad_1
9,17,562,640,100,numpad_4
9,17,1045,1139,97,numpad_1
9,17,1388,1466,105,numpad_9
9,17,1716,1810,99,numpad_3
9,17,2106,2168,103,numpad_7
9,17,2246,2293,103,numpad_7
9,17,2527,2605,102,numpad_6
9,17,2808,2839,97,numpad_1
9,17,3401,3479,10,enter
9,18,0,78,105,numpad_9
9,18,391,484,97,numpad_1
9,18,687,749,100,numpad_4
9,18,1810,1919,97,numpad_1
9,18,2091,2138,105,numpad_9
9,18,2497,2575,99,numpad_3
9,18,3729,3776,103,numpad_7
9,18,3854,3901,103,numpad_7
9,18,4322,4384,102,numpad_6
9,18,4634,4696,97,numpad_1
9,18,4961,5039,10,enter
9,19,0,63,105,numpad_9
9,19,640,718,97,numpad_1
9,19,858,905,100,numpad_4
9,19,2403,2465,97,numpad_1
9,19,2652,2715,105,numpad_9
9,19,3214,3292,99,numpad_3
9,19,3682,3744,103,numpad_7
9,19,3807,3869,103,numpad_7
9,19,4150,4259,102,numpad_6
9,19,4384,4446,97,numpad_1
9,19,4712,4805,10,enter
10,0,0,125,105,numpad_9
10,0,499,624,97,numpad_1
10,0,858,998,100,numpad_4
10,0,1638,1794,97,numpad_1
10,0,3713,3806,105,numpad_9
10,0,4181,4305,99,numpad_3
10,0,5834,5912,103,numpad_7
10,0,6006,6084,103,numpad_7
10,0,6349,6443,102,numpad_6
10,0,7129,7254,97,numpad_1
10,0,7722,7831,10,enter
10,1,0,94,105,numpad_9
10,1,312,390,97,numpad_1
10,1,1420,1529,100,numpad_4
