user,session,keyname,timepress,timerelease
0,1,space,63984,64094
0,1,shift,64562,64719
0,1,t,64640,64719
0,1,e,64859,64937
0,1,h,64937,65000
0,1,space,65187,65250
0,1,backspace,65469,65531
0,1,backspace,65640,65687
0,1,backspace,65781,65844
0,1,h,65969,66031
0,1,e,66140,66203
0,1,space,66250,66297
0,1,o,66390,66453
0,1,t,66484,66562
0,1,h,66609,66656
0,1,e,66687,66828
0,1,r,66812,66906
0,1,space,66906,66953
0,1,n,67062,67094
0,1,e,67140,67203
0,1,w,67312,67359
0,1,space,67406,67469
0,1,i,67562,67625
0,1,t,67640,67703
0,1,e,67828,67875
0,1,m,68328,68406
0,1,space,68484,68578
0,1,t,68734,68812
0,1,o,68812,68875
0,1,space,68922,69031
0,1,m,69219,69265
0,1,y,69437,69500
0,1,space,69594,69703
0,1,r,70172,70234
0,1,e,70359,70422
0,1,p,70562,70640
0,1,i,71172,71219
0,1,backspace,71797,71859
0,1,backspace,71969,72031
0,1,backspace,72140,72187
0,1,backspace,72281,72375
0,1,m,73031,73125
0,1,e,73172,73250
0,1,n,73453,73515
0,1,u,73625,73719
0,1,space,73844,73937
0,1,i,74047,74078
0,1,s,74140,74219
0,1,space,74219,74297
0,1,r,74703,74797
0,1,i,74937,75000
0,1,s,75062,75109
0,1,o,75203,75250
0,1,t,75828,75890
0,1,t,75984,76062
0,1,o,76140,76203
0,1,space,76406,76484
0,1,w,76609,76687
0,1,i,76719,76765
0,1,t,76844,76922
0,1,h,76922,76984
0,1,space,77062,77156
0,1,l,77359,77437
0,1,e,77515,77578
0,1,m,77656,77719
0,1,o,77859,77922
0,1,n,78078,78172
0,1,period,78453,78515
0,1,space,78640,78750
0,1,shift,78781,78984
0,1,i,78906,78953
0,1,space,79031,79125
0,1,a,79265,79406
0,1,l,79437,79484
0,1,s,79906,79969
0,1,o,80094,80156
0,1,space,80281,80359
0,1,c,80390,80437
0,1,a,80578,80640
0,1,n,80812,80922
0,1,space,81062,81140
0,1,d,81484,81547
0,1,o,81562,81625
0,1,space,81703,81797
0,1,a,81859,81922
0,1,space,81953,82047
0,1,m,82390,82453
0,1,e,82500,82578
0,1,a,82687,82844
0,1,n,82828,82890
0,1,space,83031,83078
0,1,l,83297,83359
0,1,e,83437,83515
0,1,m,83672,83719
0,1,o,83859,83922
0,1,n,83969,84062
0,1,space,84187,84312
0,1,s,84375,84437
0,1,c,84562,84625
0,1,h,84640,84703
0,1,backspace,85125,85187
0,1,backspace,85297,85328
0,1,backspace,85437,85500
0,1,c,85609,85687
0,1,h,85719,85781
0,1,i,86390,86422
0,1,c,86500,86547
0,1,k,86609,86640
0,1,e,86844,86890
0,1,n,86953,87031
0,1,space,87515,87594
0,1,t,87656,87719
0,1,h,87734,87797
0,1,a,87859,87969
0,1,t,87969,88031
0,1,space,88062,88125
0,1,t,88172,88234
0,1,h,88250,88297
0,1,e,88359,88406
0,1,space,88437,88500
0,1,q,88797,88875
0,1,backspace,89125,89187
0,1,g,89390,89484
0,1,u,89578,89656
0,1,y,89984,90031
0,1,s,90187,90265
0,1,space,90312,90390
0,1,c,90594,90656
0,1,backspace,91140,91219
0,1,s,91281,91375
0,1,c,91531,91578
0,1,a,91719,91781
0,1,r,91875,91937
0,1,f,92078,92140
0,1,space,92187,92281
0,1,u,92375,92453
0,1,p,92578,92672
0,1,period,93265,93328
0,1,space,93515,93594
0,1,shift,94094,94297
0,1,i,94187,94250
0,1,space,94328,94406
0,1,f,94469,94562
0,1,o,94594,94703
0,1,u,94656,94750
0,1,n,94906,94984
0,1,d,95047,95078
0,1,space,95140,95203
0,1,t,95250,95312
0,1,o,95359,95406
0,1,space,95422,95547
0,1,m,95640,95672
0,1,a,95703,95812
0,1,k,95953,96015
0,1,e,96047,96125
0,1,space,96156,96219
0,1,m,96328,96375
0,1,y,96547,96594
0,1,space,96703,96781
0,1,w,97187,97265
0,1,i,97265,97312
0,1,f,97609,97672
0,1,e,97781,97828
0,1,space,97890,97953
0,1,h,98219,98281
0,1,a,98344,98406
0,1,p,98500,98562
0,1,p,98672,98734
0,1,y,98812,98906
0,1,space,98984,99062
0,1,a,99094,99172
0,1,l,99203,99234
0,1,l,99359,99422
0,1,space,99422,99515
0,1,i,99625,99687
0,1,backspace,100062,100125
0,1,shift,100219,100406
0,1,i,100312,100375
0,1,space,100484,100562
0,1,n,100719,100765
0,1,e,101172,101219
0,1,e,101328,101375
0,1,d,101500,101562
0,1,space,101625,101703
0,1,t,101765,101828
0,1,o,101844,101906
0,1,space,101953,102078
0,1,d,102156,102219
0,1,o,102312,102375
0,1,space,102437,102547
0,1,i,102625,102703
0,1,s,102812,102859
0,1,space,102906,103000
0,1,p,103078,103140
0,1,u,103312,103390
0,1,t,103437,103515
0,1,space,103562,103625
0,1,g,103922,104000
0,1,a,104109,104187
0,1,r,104265,104328
0,1,l,104422,104484
0,1,i,104609,104672
0,1,c,104797,104844
0,1,space,104906,104984
0,1,i,105156,105219
0,1,n,105312,105375
0,1,space,105469,105531
0,1,o,105719,105765
0,1,i,105922,105984
0,1,l,106297,106375
0,1,space,106469,106547
0,1,a,106672,106781
0,1,n,106765,106812
0,1,d,106890,106953
0,1,space,106984,107062
0,1,t,107140,107219
0,1,u,107265,107312
0,1,r,107344,107406
0,1,space,107609,107703
0,1,backspace,108031,108094
0,1,n,108297,108344
0,1,space,108469,108547
0,1,o,108594,108656
0,1,n,108750,108844
0,1,space,108906,108969
0,1,t,109015,109062
0,1,h,109109,109156
0,1,e,109203,109265
0,1,space,109281,109359
0,1,h,109594,109656
0,1,e,109703,109750
0,1,a,109859,109969
0,1,t,110484,110562
0,1,period,110812,110859
0,1,space,110937,111015
0,1,shift,111078,111187
0,1,t,111156,111219
0,1,h,111328,111390
0,1,e,111422,111469
0,1,space,111547,111609
0,1,m,111797,111828
0,1,o,111953,112047
0,1,m,112156,112219
0,1,e,112375,112453
0,1,n,112469,112547
0,1,t,112609,112672
0,1,space,112703,112781
0,1,s,113015,113094
0,1,h,113109,113172
0,1,e,113265,113328
0,1,space,113484,113578
0,1,s,113875,114000
0,1,m,114094,114156
0,1,e,114234,114281
0,1,l,114437,114500
0,1,l,114609,114672
0,1,space,114719,114828
0,1,s,114859,114937
0,1,h,115047,115094
0,1,backspace,115344,115390
0,1,backspace,115500,115562
0,1,t,115640,115719
0,1,h,115719,115765
0,1,a,115844,115953
0,1,t,115922,116015
0,1,space,116015,116109
0,1,s,116219,116297
0,1,h,116328,116390
0,1,e,116453,116515
0,1,space,116578,116656
0,1,a,117000,117140
0,1,n,117140,117172
0,1,n,117265,117328
0,1,o,117437,117578
0,1,u,117531,117640
0,1,n,118047,118156
0,1,c,118359,118422
0,1,e,118578,118625
0,1,s,118797,118875
0,1,space,118890,118984
0,1,t,119015,119047
0,1,h,119078,119140
0,1,a,119187,119312
0,1,t,119312,119375
0,1,space,119344,119422
0,1,s,119531,119609
0,1,o,119625,119687
0,1,m,119797,119859
0,1,e,119890,119953
0,1,t,120047,120140
0,1,h,120125,120203
0,1,i,120250,120359
0,1,n,120390,120500
0,1,g,120422,120500
0,1,space,120531,120640
0,1,s,120703,120781
0,1,m,121140,121187
0,1,e,121344,121390
0,1,l,121500,121531
0,1,l,121656,121750
0,1,space,121750,121875
0,1,g,121953,122000
0,1,o,122047,122078
0,1,o,122203,122297
0,1,d,122828,122875
0,1,period,123859,123922
0,1,s,178265,178375
0,1,backspace,182125,182172
0,1,backspace,182281,182359
0,1,backspace,182453,182500
0,1,backspace,182578,182640
0,1,backspace,182734,182828
0,1,backspace,182984,183078
0,1,s,183547,183656
0,1,space,183750,183859
0,1,g,184187,184265
0,1,o,184265,184312
0,1,o,184422,184500
0,1,d,184640,184719
0,1,period,185000,185047
0,1,space,185156,185234
0,1,shift,188125,188281
0,1,i,188203,188265
0,1,space,188344,188406
0,1,w,188453,188515
0,1,i,188531,188578
0,1,l,188687,188734
0,1,l,188828,188890
0,1,space,188890,188984
0,1,n,189047,189140
0,1,e,189547,189609
0,1,v,189781,189828
0,1,e,189922,190000
0,1,r,190078,190156
0,1,space,190203,190265
0,1,t,190281,190344
0,1,e,190484,190547
0,1,l,190687,190734
0,1,l,190844,190922
0,1,space,190937,191031
0,1,h,191094,191187
0,1,e,191265,191344
0,1,r,191984,192047
0,1,space,192109,192172
0,1,m,192312,192344
0,1,y,192515,192562
0,1,space,192672,192750
0,1,s,192859,192953
0,1,p,192953,193000
0,1,e,193078,193140
0,1,c,193281,193359
0,1,a,193484,193531
0,1,i,193594,193640
0,1,backspace,194031,194078
0,1,backspace,194187,194234
0,1,i,194375,194437
0,1,a,194484,194578
0,1,l,194578,194640
0,1,space,194734,194797
0,1,t,194890,194969
0,1,r,195062,195140
0,1,i,195187,195281
0,1,c,195344,195406
0,1,k,195531,195578
0,1,period,195781,195844
0,1,space,195922,196015
0,1,shift,196000,196234
0,1,o,196140,196203
0,1,h,196390,196469
0,1,space,196594,196672
0,1,a,196719,196812
0,1,n,196812,196859
0,1,d,196953,197015
0,1,space,196984,197062
0,1,b,197359,197437
0,1,r,197859,197937
0,1,e,198078,198125
0,1,a,198250,198344
0,1,d,198687,198765
0,1,comma,199125,199187
0,1,space,199281,199375
0,1,shift,199469,199656
0,1,i,199578,199672
0,1,space,199703,199797
0,1,l,200312,200406
0,1,i,200484,200547
0,1,k,200625,200703
0,1,e,200734,200781
0,1,space,200812,200906
0,1,t,200922,201000
0,1,o,201015,201078
0,1,space,201109,201203
0,1,m,201297,201359
0,1,a,201406,201469
0,1,k,201515,201562
0,1,e,201625,201672
0,1,space,201703,201781
0,1,b,201906,201969
0,1,r,202094,202156
0,1,e,202281,202312
0,1,a,202453,202562
0,1,d,202703,202797
0,1,comma,202984,203047
0,1,space,203172,203219
0,1,b,203328,203390
0,1,u,203422,203484
0,1,t,203547,203609
0,1,space,203640,203719
0,1,f,203859,203906
0,1,r,204031,204078
0,1,o,204109,204187
0,1,m,204281,204390
0,1,space,204390,204453
0,1,s,204687,204734
0,1,c,204890,204984
0,1,r,205125,205156
0,1,a,205328,205406
0,1,t,205500,205562
0,1,h,205859,205937
0,1,backspace,206328,206406
0,1,c,206469,206547
0,1,h,206609,206656
0,1,period,207328,207406
0,1,space,207531,207609
0,1,shift,208031,208156
0,1,t,208062,208156
0,1,h,208406,208469
0,1,o,208547,208609
0,1,m,208828,208969
0,1,a,209156,209297
0,1,s,209390,209515
0,1,space,209531,209625
0,1,l,209687,209765
0,1,o,209875,209937
0,1,v,209906,209969
0,1,e,210078,210172
0,1,s,210515,210562
0,1,space,210609,210703
0,1,t,210703,210765
0,1,h,210812,210875
0,1,e,210875,210922
0,1,space,210984,211047
0,1,r,211265,211359
0,1,a,211500,211609
0,1,i,212297,212359
0,1,s,212906,213062
0,2,shift,0,141
0,2,w,187,250
0,2,h,203,359
0,2,e,359,437
0,2,r,484,625
0,2,e,594,672
0,2,space,750,828
0,2,t,937,1016
0,2,o,1016,1125
0,2,space,1234,1328
0,2,b,1594,1641
0,2,e,1781,1812
0,2,g,2297,2344
0,2,i,2406,2484
0,2,n,2531,2641
0,2,shift,2656,3125
0,2,slash,2797,2875
0,2,space,3344,3469
0,2,shift,3609,3766
0,2,w,3719,3797
0,2,e,3906,3953
0,2,space,3953,4031
0,2,s,4109,4187
0,2,t,4250,4328
0,2,a,4437,4516
0,2,r,4531,4594
0,2,t,4703,4750
0,2,e,4859,4891
0,2,d,5000,5078
0,2,space,5125,5203
0,2,w,5234,5312
0,2,i,5312,5391
0,2,t,5391,5469
0,2,h,5500,5578
0,2,space,5578,5687
0,2,a,5734,5844
0,2,n,5844,5922
0,2,space,5984,6062
0,2,a,6219,6375
0,2,p,6406,6437
0,2,p,6547,6625
0,2,o,6703,6812
0,2,i,6859,6937
0,2,n,6969,7047
0,2,t,7078,7125
0,2,m,7281,7312
0,2,e,7391,7437
0,2,n,7469,7547
0,2,t,7547,7625
0,2,space,7656,7703
0,2,a,7734,7844
0,2,t,7859,7922
0,2,space,7922,8000
0,2,t,8031,8109
0,2,h,8125,8187
0,2,e,8234,8312
0,2,space,8344,8422
0,2,c,8609,8687
0,2,o,8719,8797
0,2,backspace,9156,9203
0,2,backspace,9281,9375
0,2,d,9437,9516
0,2,o,9562,9594
0,2,c,9672,9750
0,2,t,9891,9937
0,2,o,10344,10422
0,2,r,10562,10609
0,2,comma,10906,10984
0,2,backspace,11750,11828
0,2,period,12016,12094
0,2,space,12172,12250
0,2,shift,12250,12453
0,2,m,12359,12406
0,2,y,12562,12609
0,2,space,12672,12719
0,2,c,12797,12875
0,2,o,12828,12906
0,2,n,12953,13062
0,2,c,13500,13578
0,2,e,13687,13766
0,2,r,13844,13953
0,2,n,14141,14219
0,2,space,14297,14375
0,2,w,14406,14484
0,2,a,14594,14672
0,2,s,14734,14812
0,2,space,14859,14937
0,2,t,14922,14969
0,2,h,15047,15125
0,2,e,15562,15641
0,2,space,15719,15797
0,2,l,15859,15937
0,2,a,15984,16016
0,2,s,16125,16203
0,2,t,16281,16359
0,2,space,16359,16437
0,2,t,16516,16547
0,2,i,16594,16672
0,2,m,16734,16812
0,2,e,16844,16891
0,2,space,16922,17000
0,2,shift,17047,17203
0,2,i,17109,17187
0,2,space,17234,17312
0,2,s,17375,17453
0,2,a,17562,17687
0,2,w,17750,17828
0,2,space,17875,17953
0,2,h,18031,18109
0,2,e,18141,18266
0,2,r,18297,18453
0,2,space,18484,18594
0,2,shift,18812,19047
0,2,i,18969,19047
0,2,space,19078,19156
0,2,h,19234,19312
0,2,a,19312,19422
0,2,d,19500,19609
0,2,space,19609,19687
0,2,h,20125,20203
0,2,i,20312,20391
0,2,g,20422,20500
0,2,h,20547,20625
0,2,space,20656,20734
0,2,b,20766,20844
0,2,l,20844,20922
0,2,o,21109,21156
0,2,o,21266,21344
0,2,d,21453,21531
0,2,space,21578,21609
0,2,p,21687,21766
0,2,r,21844,21875
0,2,e,21984,22031
0,2,s,22141,22219
0,2,s,22328,22406
0,2,u,22469,22562
0,2,r,22547,22625
0,2,e,22781,22859
0,2,period,22922,23047
0,2,space,23172,23281
0,2,shift,23281,23437
0,2,o,23391,23469
0,2,f,23547,23641
0,2,space,23641,23719
0,2,c,23984,24062
0,2,o,24094,24203
0,2,u,24172,24250
0,2,r,24281,24359
0,2,s,24500,24625
0,2,e,24687,24766
0,2,space,24812,24844
